node,text,kind,Line,Column,Parental
arr[size - 1],arr[size - 1],CursorKind.ARRAY_SUBSCRIPT_EXPR,2,31,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(expectedSum)->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.PAREN_EXPR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR()
arr,arr,CursorKind.UNEXPOSED_EXPR,2,31,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(expectedSum)->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.PAREN_EXPR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR()->CursorKind.ARRAY_SUBSCRIPT_EXPR()
arr,arr,CursorKind.DECL_REF_EXPR,2,31,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(expectedSum)->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.PAREN_EXPR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR()->CursorKind.ARRAY_SUBSCRIPT_EXPR()->CursorKind.UNEXPOSED_EXPR(arr)
size - 1,-,CursorKind.BINARY_OPERATOR,2,35,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(expectedSum)->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.PAREN_EXPR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR()->CursorKind.ARRAY_SUBSCRIPT_EXPR()
size,size,CursorKind.UNEXPOSED_EXPR,2,35,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(expectedSum)->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.PAREN_EXPR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR()->CursorKind.ARRAY_SUBSCRIPT_EXPR()->CursorKind.BINARY_OPERATOR()
size,size,CursorKind.DECL_REF_EXPR,2,35,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(expectedSum)->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.PAREN_EXPR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR()->CursorKind.ARRAY_SUBSCRIPT_EXPR()->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR(size)
1,1,CursorKind.INTEGER_LITERAL,2,42,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(expectedSum)->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.PAREN_EXPR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR()->CursorKind.ARRAY_SUBSCRIPT_EXPR()->CursorKind.BINARY_OPERATOR()
arr[size - 1],arr[size - 1],CursorKind.UNEXPOSED_EXPR,2,47,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(expectedSum)->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.PAREN_EXPR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()
arr[size - 1],arr[size - 1],CursorKind.ARRAY_SUBSCRIPT_EXPR,2,47,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(expectedSum)->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.PAREN_EXPR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR()
arr,arr,CursorKind.UNEXPOSED_EXPR,2,47,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(expectedSum)->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.PAREN_EXPR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR()->CursorKind.ARRAY_SUBSCRIPT_EXPR()
arr,arr,CursorKind.DECL_REF_EXPR,2,47,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(expectedSum)->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.PAREN_EXPR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR()->CursorKind.ARRAY_SUBSCRIPT_EXPR()->CursorKind.UNEXPOSED_EXPR(arr)
size - 1,-,CursorKind.BINARY_OPERATOR,2,51,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(expectedSum)->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.PAREN_EXPR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR()->CursorKind.ARRAY_SUBSCRIPT_EXPR()
size,size,CursorKind.UNEXPOSED_EXPR,2,51,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(expectedSum)->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.PAREN_EXPR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR()->CursorKind.ARRAY_SUBSCRIPT_EXPR()->CursorKind.BINARY_OPERATOR()
size,size,CursorKind.DECL_REF_EXPR,2,51,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(expectedSum)->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.PAREN_EXPR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR()->CursorKind.ARRAY_SUBSCRIPT_EXPR()->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR(size)
1,1,CursorKind.INTEGER_LITERAL,2,58,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(expectedSum)->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.PAREN_EXPR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR()->CursorKind.ARRAY_SUBSCRIPT_EXPR()->CursorKind.BINARY_OPERATOR()
1,1,CursorKind.INTEGER_LITERAL,2,63,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(expectedSum)->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.PAREN_EXPR()->CursorKind.BINARY_OPERATOR()
2,2,CursorKind.INTEGER_LITERAL,2,68,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(expectedSum)->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()
int actualSum = 0;,int actualSum = 0;,CursorKind.DECL_STMT,3,3,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()
actualSum,int actualSum = 0,CursorKind.VAR_DECL,3,7,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()
0,0,CursorKind.INTEGER_LITERAL,3,19,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(actualSum)
int result = expectedSum - actualSum;,int result = expectedSum - actualSum;,CursorKind.DECL_STMT,7,3,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()
result,int result = expectedSum - actualSum,CursorKind.VAR_DECL,7,7,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()
expectedSum - actualSum,-,CursorKind.BINARY_OPERATOR,7,16,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(result)
expectedSum,expectedSum,CursorKind.UNEXPOSED_EXPR,7,16,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(result)->CursorKind.BINARY_OPERATOR()
expectedSum,expectedSum,CursorKind.DECL_REF_EXPR,7,16,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(result)->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR(expectedSum)
actualSum,actualSum,CursorKind.UNEXPOSED_EXPR,7,30,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(result)->CursorKind.BINARY_OPERATOR()
actualSum,actualSum,CursorKind.DECL_REF_EXPR,7,30,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(result)->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR(actualSum)
return result,return,CursorKind.RETURN_STMT,8,3,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()
result,result,CursorKind.UNEXPOSED_EXPR,8,10,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.RETURN_STMT()
result,result,CursorKind.DECL_REF_EXPR,8,10,CursorKind.TRANSLATION_UNIT(stim1.cpp)->CursorKind.FUNCTION_DECL(mystery)->CursorKind.COMPOUND_STMT()->CursorKind.RETURN_STMT()->CursorKind.UNEXPOSED_EXPR(result)
